Gene ID	Gene Symbol	Label IDs	Label Names
PA29631	IDH2	PA166272161;PA166177486;PA166163420;PA166272261	Annotation of EMA Label for venetoclax and FLT3, IDH1, IDH2, NPM1, TP53;Annotation of FDA Label for enasidenib and IDH2;Annotation of FDA Label for venetoclax and FLT3, IDH1, IDH2, NPM1, TP53;Annotation of HCSC Label for venetoclax and FLT3, IDH1, IDH2, NPM1, TP53
PA29670	IFNAR1	PA166277701;PA166277681;PA166277721	Annotation of EMA Label for anifrolumab and IFNAR1;Annotation of FDA Label for anifrolumab and IFNAR1;Annotation of HCSC Label for anifrolumab and IFNAR1
PA134952671	IFNL3	PA166104872;PA166114378;PA166104855;PA166163421;PA166160005;PA166163439;PA166163428;PA166163412;PA166104801;PA166122592;PA166177518;PA166163417;PA166122594;PA166104867;PA166127640;PA166127710;PA166184129;PA166184132;PA166184158;PA166184434	Annotation of EMA Label for boceprevir and IFNL3;Annotation of EMA Label for telaprevir and IFNL3;Annotation of FDA Label for boceprevir and IFNL3;Annotation of FDA Label for daclatasvir and IFNL3;Annotation of FDA Label for dasabuvir / ombitasvir / paritaprevir / ritonavir and IFNL3;Annotation of FDA Label for elbasvir / grazoprevir and IFNL3;Annotation of FDA Label for ledipasvir / sofosbuvir and IFNL3;Annotation of FDA Label for ombitasvir / paritaprevir / ritonavir and IFNL3;Annotation of FDA Label for peginterferon alfa-2b and IFNL3;Annotation of FDA Label for simeprevir and IFNL3;Annotation of FDA Label for sofosbuvir / velpatasvir / voxilaprevir and IFNL3;Annotation of FDA Label for sofosbuvir / velpatasvir and IFNL3;Annotation of FDA Label for sofosbuvir and IFNL3;Annotation of FDA Label for telaprevir and IFNL3;Annotation of HCSC Label for boceprevir and IFNL3;Annotation of HCSC Label for simeprevir and IFNL3;Annotation of Swissmedic Label for daclatasvir and IFNL3;Annotation of Swissmedic Label for dasabuvir and IFNL3;Annotation of Swissmedic Label for ombitasvir / paritaprevir / ritonavir and IFNL3, IFNL4;Annotation of Swissmedic Label for sofosbuvir and IFNL3, IFNL4
PA166049147	IFNL4	PA166184158;PA166184434	Annotation of Swissmedic Label for ombitasvir / paritaprevir / ritonavir and IFNL3, IFNL4;Annotation of Swissmedic Label for sofosbuvir and IFNL3, IFNL4
PA29784	IL12A	PA166163414	Annotation of FDA Label for ustekinumab and IL12A, IL12B, IL23A
PA29785	IL12B	PA166163414	Annotation of FDA Label for ustekinumab and IL12A, IL12B, IL23A
PA29816	IL1RN	PA166248801	Annotation of FDA Label for anakinra and IL1RN
PA29824	IL23A	PA166163414	Annotation of FDA Label for ustekinumab and IL12A, IL12B, IL23A
PA29828	IL2RA	PA166104883	Annotation of FDA Label for denileukin diftitox and IL2RA
PA29835	IL6R	PA166236241	Annotation of FDA Label for satralizumab and AQP4, IL6R
PA29923	IRS4	PA166293701	Annotation of FDA Label for levothyroxine and IRS4, NKX2-5, PAX8, TBL1X, TSHB
PA29986	JAG1	PA166269301	Annotation of FDA Label for maralixibat and JAG1
PA29989	JAK2	PA166272741;PA166268923	Annotation of EMA Label for ropeginterferon alfa-2b and JAK2;Annotation of FDA Label for ropeginterferon alfa-2b and JAK2
PA30128	KIT	PA166104926;PA166104790;PA166170931;PA166127682	Annotation of EMA Label for imatinib and ABL1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB;Annotation of FDA Label for imatinib and ABL1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB;Annotation of FDA Label for midostaurin and KIT, NPM1;Annotation of HCSC Label for imatinib and ABI1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB
PA30196	KRAS	PA166278202;PA166104908;PA166284541;PA166105319;PA166227161;PA166122488;PA166272601;PA166272681;PA166293262;PA166278181;PA166104826;PA166170930;PA166224341;PA166104809;PA166184561;PA166114944;PA166246485;PA166184636;PA166170938;PA166170957;PA166127648;PA166284561;PA166127699;PA166284701;PA166272581;PA166272321;PA166160274;PA166123547	Annotation of EMA Label for azacitidine and KRAS, NRAS, PTPN11;Annotation of EMA Label for cetuximab and EGFR, KRAS, NRAS;Annotation of EMA Label for encorafenib and HRAS, KRAS, NRAS;Annotation of EMA Label for panitumumab and KRAS, NRAS;Annotation of EMA Label for ramucirumab and KRAS;Annotation of EMA Label for regorafenib and KRAS;Annotation of EMA Label for sotorasib and KRAS;Annotation of EMA Label for tipiracil / trifluridine and ERBB2, KRAS;Annotation of FDA Label for adagrasib and KRAS;Annotation of FDA Label for azacitidine and CBL, KRAS, NRAS, PTPN11;Annotation of FDA Label for cetuximab and EGFR, KRAS, NRAS;Annotation of FDA Label for dabrafenib and HRAS, KRAS, NRAS;Annotation of FDA Label for encorafenib and HRAS, KRAS, NRAS;Annotation of FDA Label for panitumumab and EGFR, KRAS, NRAS;Annotation of FDA Label for ramucirumab and KRAS;Annotation of FDA Label for regorafenib and EGFR, KRAS, VEGFA;Annotation of FDA Label for sotorasib and KRAS;Annotation of FDA Label for tipiracil / trifluridine and ERBB2, KRAS;Annotation of FDA Label for trametinib and HRAS, KRAS, NRAS;Annotation of FDA Label for vemurafenib and HRAS, KRAS, NRAS;Annotation of HCSC Label for cetuximab and EGFR, KRAS;Annotation of HCSC Label for encorafenib and HRAS, KRAS, NRAS;Annotation of HCSC Label for panitumumab and EGFR, KRAS;Annotation of HCSC Label for regorafenib and EGFR, KRAS, VEGFA;Annotation of HCSC Label for sotorasib and KRAS;Annotation of HCSC Label for tipiracil / trifluridine and ERBB2, KRAS;Annotation of PMDA Label for cetuximab and EGFR, KRAS;Annotation of PMDA Label for panitumumab and KRAS
PA30265	LAG3	PA166278121	Annotation of FDA Label for nivolumab / relatlimab and BRAF, CD274, LAG3
PA227	LDLR	PA166283981;PA166294381;PA166273581;PA166121250;PA166159962;PA166104775;PA166251821;PA166160039;PA166273561;PA166114923;PA166114928;PA166114941;PA166127634;PA166283901;PA166127688;PA166127709;PA166123529	Annotation of EMA Label for evinacumab and ANGPTL3, LDLR;Annotation of EMA Label for evolocumab and LDLR, PCSK9;Annotation of EMA Label for inclisiran and APOB, LDLR, PCSK9;Annotation of EMA Label for lomitapide and APOB, LDLR, PCSK9;Annotation of FDA Label for alirocumab and LDLR;Annotation of FDA Label for atorvastatin and LDLR;Annotation of FDA Label for evinacumab and LDLR;Annotation of FDA Label for evolocumab and LDLR, PCSK9;Annotation of FDA Label for inclisiran and APOB, LDLR, PCSK9;Annotation of FDA Label for lomitapide and APOB, LDLR, PCSK9;Annotation of FDA Label for mipomersen and LDLR;Annotation of FDA Label for pravastatin and LDLR;Annotation of HCSC Label for atorvastatin and LDLR;Annotation of HCSC Label for inclisiran and APOB, LDLR, PCSK9;Annotation of HCSC Label for lomitapide and LDLR;Annotation of HCSC Label for rosuvastatin and LDLR;Annotation of PMDA Label for atorvastatin and LDLR
PA228	LEP	PA166273381;PA166235921	Annotation of EMA Label for metreleptin and AGPAT2, BSCL2, LEP, LMNB2;Annotation of FDA Label for metreleptin and LEP
PA229	LEPR	PA166272801;PA166235941	Annotation of EMA Label for setmelanotide and LEPR, PCSK1, POMC;Annotation of FDA Label for setmelanotide and LEPR, PCSK1, POMC
PA231	LMNA	PA166235601	Annotation of FDA Label for lonafarnib and LMNA, ZMPSTE24
PA30404	LMNB2	PA166273381	Annotation of EMA Label for metreleptin and AGPAT2, BSCL2, LEP, LMNB2
PA30763	MET	PA166272641;PA166224202;PA166252881;PA166271361;PA166272341	Annotation of EMA Label for tepotinib and MET;Annotation of FDA Label for capmatinib and MET;Annotation of FDA Label for tepotinib and MET;Annotation of HCSC Label for capmatinib and MET;Annotation of HCSC Label for tepotinib and MET
PA30825	MKI67	PA166177475	Annotation of FDA Label for abemaciclib and ERBB2, ESR1, ESR2, MKI67, PGR
PA164723053	MMADHC	PA166293941;PA166293301;PA166293961	Annotation of EMA Label for betaine and CBS, MMADHC, MTHFR;Annotation of FDA Label for betaine and CBS, MMADHC, MTHFR;Annotation of HCSC Label for betaine and CBS, MMADHC, MTHFR
PA30900	MOCS1	PA166283961;PA166252781	Annotation of EMA Label for fosdenopterin and MOCS1;Annotation of FDA Label for fosdenopterin and MOCS1
PA31111	MS4A1	PA166121246;PA166121252;PA166122546;PA166122589;PA166114921;PA166105059;PA166105240;PA166159584	Annotation of EMA Label for ibritumomab and MS4A1;Annotation of EMA Label for ofatumumab and MS4A1;Annotation of EMA Label for rituximab and MS4A1;Annotation of FDA Label for afutuzumab and MS4A1;Annotation of FDA Label for ibritumomab and MS4A1;Annotation of FDA Label for ofatumumab and MS4A1;Annotation of FDA Label for rituximab and MS4A1;Annotation of HCSC Label for afutuzumab and MS4A1
PA245	MTHFR	PA166293941;PA166293301;PA166293961;PA166127695	Annotation of EMA Label for betaine and CBS, MMADHC, MTHFR;Annotation of FDA Label for betaine and CBS, MMADHC, MTHFR;Annotation of HCSC Label for betaine and CBS, MMADHC, MTHFR;Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1
PA31359	MYCN	PA166160061	Annotation of FDA Label for dinutuximab and MYCN
PA31361	MYD88	PA166272123;PA166224441;PA166268961;PA166273081	Annotation of EMA Label for zanubrutinib and MYD88;Annotation of FDA Label for ibrutinib and MYD88;Annotation of FDA Label for zanubrutinib and MYD88;Annotation of HCSC Label for zanubrutinib and MYD88
PA134968729	NAGS	PA166119825;PA166114908;PA166269081;PA166104794;PA166129525	Annotation of EMA Label for carglumic acid and NAGS;Annotation of FDA Label for carglumic acid and NAGS;Annotation of FDA Label for glycerol phenylbutyrate and NAGS;Annotation of FDA Label for sodium benzoate / sodium phenylacetate and ARG1, ASL, ASS1, CPS1, NAGS, OTC;Annotation of HCSC Label for carglumic acid and NAGS
PA18	NAT2	PA166182925;PA166227221;PA166185151;PA166182021;PA166104828;PA166104850;PA166184754;PA166104874;PA166104892;PA166229921;PA166227321;PA166161087;PA166183784	Annotation of EMA Label for amifampridine phosphate and NAT2;Annotation of EMA Label for amifampridine phosphate and NAT2;Annotation of FDA Label for amifampridine and NAT2;Annotation of FDA Label for amifampridine phosphate and NAT2;Annotation of FDA Label for hydralazine / isosorbide dinitrate and NAT2;Annotation of FDA Label for isoniazid / pyrazinamide / rifampin and NAT2;Annotation of FDA Label for procainamide and NAT2;Annotation of FDA Label for sulfamethoxazole / trimethoprim and G6PD, NAT2;Annotation of FDA Label for sulfasalazine and G6PD, NAT2;Annotation of HCSC Label for amifampridine and NAT2;Annotation of HCSC Label for amifampridine phosphate and NAT2;Annotation of PMDA Label for isoniazid and NAT2;Annotation of Swissmedic Label for amifampridine phosphate and NAT2
PA134991624	NECTIN4	PA166284001;PA166190141;PA166284021	Annotation of EMA Label for enfortumab vedotin and NECTIN4;Annotation of FDA Label for enfortumab vedotin and NECTIN4;Annotation of HCSC Label for enfortumab vedotin and NECTIN4
PA24202	NKX2-5	PA166293701	Annotation of FDA Label for levothyroxine and IRS4, NKX2-5, PAX8, TBL1X, TSHB
PA26512	NLRP3	PA166235261	Annotation of FDA Label for anakinra and NLRP3
PA31712	NPM1	PA166272161;PA166170931;PA166163420;PA166272261	Annotation of EMA Label for venetoclax and FLT3, IDH1, IDH2, NPM1, TP53;Annotation of FDA Label for midostaurin and KIT, NPM1;Annotation of FDA Label for venetoclax and FLT3, IDH1, IDH2, NPM1, TP53;Annotation of HCSC Label for venetoclax and FLT3, IDH1, IDH2, NPM1, TP53
PA378	NR1I2	PA166184441	Annotation of Swissmedic Label for dolutegravir and CYP3A4, CYP3A5, NR1I2, UGT1A1
PA31768	NRAS	PA166278202;PA166104908;PA166284541;PA166105319;PA166278181;PA166104826;PA166170930;PA166224341;PA166104809;PA166170938;PA166170957;PA166284561	Annotation of EMA Label for azacitidine and KRAS, NRAS, PTPN11;Annotation of EMA Label for cetuximab and EGFR, KRAS, NRAS;Annotation of EMA Label for encorafenib and HRAS, KRAS, NRAS;Annotation of EMA Label for panitumumab and KRAS, NRAS;Annotation of FDA Label for azacitidine and CBL, KRAS, NRAS, PTPN11;Annotation of FDA Label for cetuximab and EGFR, KRAS, NRAS;Annotation of FDA Label for dabrafenib and HRAS, KRAS, NRAS;Annotation of FDA Label for encorafenib and HRAS, KRAS, NRAS;Annotation of FDA Label for panitumumab and EGFR, KRAS, NRAS;Annotation of FDA Label for trametinib and HRAS, KRAS, NRAS;Annotation of FDA Label for vemurafenib and HRAS, KRAS, NRAS;Annotation of HCSC Label for encorafenib and HRAS, KRAS, NRAS
PA31817	NTRK1	PA166284042;PA166190201;PA166182734;PA166284062	Annotation of EMA Label for entrectinib and NTRK1, NTRK2, NTRK3, ROS1;Annotation of FDA Label for entrectinib and NTRK1, NTRK2, NTRK3, ROS1;Annotation of FDA Label for larotrectinib sulfate and NTRK1, NTRK2, NTRK3;Annotation of HCSC Label for entrectinib and NTRK1, NTRK2, NTRK3, ROS1
PA31818	NTRK2	PA166284042;PA166190201;PA166182734;PA166284062	Annotation of EMA Label for entrectinib and NTRK1, NTRK2, NTRK3, ROS1;Annotation of FDA Label for entrectinib and NTRK1, NTRK2, NTRK3, ROS1;Annotation of FDA Label for larotrectinib sulfate and NTRK1, NTRK2, NTRK3;Annotation of HCSC Label for entrectinib and NTRK1, NTRK2, NTRK3, ROS1
PA31819	NTRK3	PA166284042;PA166190201;PA166182734;PA166284062	Annotation of EMA Label for entrectinib and NTRK1, NTRK2, NTRK3, ROS1;Annotation of FDA Label for entrectinib and NTRK1, NTRK2, NTRK3, ROS1;Annotation of FDA Label for larotrectinib sulfate and NTRK1, NTRK2, NTRK3;Annotation of HCSC Label for entrectinib and NTRK1, NTRK2, NTRK3, ROS1
PA134963132	NUDT15	PA166121251;PA166104782;PA166104810;PA166104838;PA166184112;PA166183781	Annotation of EMA Label for mercaptopurine and NUDT15, TPMT;Annotation of FDA Label for azathioprine and NUDT15, TPMT;Annotation of FDA Label for mercaptopurine and NUDT15, TPMT;Annotation of FDA Label for thioguanine and NUDT15, TPMT;Annotation of Swissmedic Label for azathioprine and NUDT15, TPMT;Annotation of Swissmedic Label for mercaptopurine and NUDT15, TPMT
PA32840	OTC	PA166269701;PA166114381;PA166269101;PA166104794;PA166114317;PA166104825;PA166283881;PA166127712;PA166127726;PA166123552	Annotation of EMA Label for glycerol phenylbutyrate and ARG1, ASL, ASS1, CPS1, OTC;Annotation of EMA Label for sodium phenylbutyrate and ASS1, CPS1, OTC;Annotation of FDA Label for glycerol phenylbutyrate and ASS1, CPS1, OTC;Annotation of FDA Label for sodium benzoate / sodium phenylacetate and ARG1, ASL, ASS1, CPS1, NAGS, OTC;Annotation of FDA Label for sodium phenylbutyrate and ASS1, CPS1, OTC;Annotation of FDA Label for valproic acid and OTC;Annotation of HCSC Label for glycerol phenylbutyrate and ARG1, ASL, ASS1, CPS1, OTC;Annotation of HCSC Label for sodium phenylbutyrate and ASS1, CPS1, OTC;Annotation of HCSC Label for valproic acid and OTC, POLG;Annotation of PMDA Label for valproic acid and CPS1, OTC
PA32962	PAX8	PA166293701	Annotation of FDA Label for levothyroxine and IRS4, NKX2-5, PAX8, TBL1X, TSHB
PA33089	PCSK1	PA166272801;PA166235941	Annotation of EMA Label for setmelanotide and LEPR, PCSK1, POMC;Annotation of FDA Label for setmelanotide and LEPR, PCSK1, POMC
PA38617	PCSK9	PA166294381;PA166273581;PA166121250;PA166160039;PA166273561;PA166114923;PA166283901	Annotation of EMA Label for evolocumab and LDLR, PCSK9;Annotation of EMA Label for inclisiran and APOB, LDLR, PCSK9;Annotation of EMA Label for lomitapide and APOB, LDLR, PCSK9;Annotation of FDA Label for evolocumab and LDLR, PCSK9;Annotation of FDA Label for inclisiran and APOB, LDLR, PCSK9;Annotation of FDA Label for lomitapide and APOB, LDLR, PCSK9;Annotation of HCSC Label for inclisiran and APOB, LDLR, PCSK9
PA33110	PDCD1	PA166169884	Annotation of FDA Label for durvalumab and ALK, CD274, EGFR, PDCD1
PA33147	PDGFRA	PA166230001;PA166104926;PA166223941;PA166104790;PA166163435;PA166127682	Annotation of EMA Label for avapritinib and PDGFRA;Annotation of EMA Label for imatinib and ABL1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB;Annotation of FDA Label for avapritinib and PDGFRA;Annotation of FDA Label for imatinib and ABL1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB;Annotation of FDA Label for olaratumab and PDGFRA;Annotation of HCSC Label for imatinib and ABI1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB
PA33148	PDGFRB	PA166104926;PA166104790;PA166127682	Annotation of EMA Label for imatinib and ABL1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB;Annotation of FDA Label for imatinib and ABL1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB;Annotation of HCSC Label for imatinib and ABI1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB
PA266	PGR	PA166182923;PA166104919;PA166183220;PA166183247;PA166183421;PA166177475;PA166105070;PA166182760;PA166182725;PA166104923;PA166104792;PA166182758;PA166182724;PA166104791;PA166104797;PA166178724;PA166182890;PA166170933;PA166170048;PA166104819;PA166170939;PA166127630;PA166127687	Annotation of EMA Label for abemaciclib and ERBB2, ESR1, ESR2, PGR;Annotation of EMA Label for fulvestrant and ERBB2, ESR1, ESR2, PGR;Annotation of EMA Label for neratinib and ERBB2, ESR1, ESR2, PGR;Annotation of EMA Label for palbociclib and ERBB2, ESR1, ESR2, PGR;Annotation of EMA Label for ribociclib and ERBB2, ESR1, ESR2, PGR;Annotation of FDA Label for abemaciclib and ERBB2, ESR1, ESR2, MKI67, PGR;Annotation of FDA Label for anastrozole and ESR1, ESR2, PGR;Annotation of FDA Label for docetaxel and ESR1, ESR2, PGR;Annotation of FDA Label for eribulin and ERBB2, ESR1, ESR2, PGR;Annotation of FDA Label for exemestane and ESR1, ESR2, PGR;Annotation of FDA Label for fulvestrant and ESR1, ESR2, PGR;Annotation of FDA Label for goserelin and ESR1, ESR2, PGR;Annotation of FDA Label for ixabepilone and ERBB2, ESR1, ESR2, PGR;Annotation of FDA Label for lapatinib and ERBB2, ESR1, ESR2, PGR;Annotation of FDA Label for letrozole and ESR1, ESR2, PGR;Annotation of FDA Label for neratinib and ESR1, ESR2, PGR;Annotation of FDA Label for olaparib and ESR1, ESR2, PGR, PPP2R2A;Annotation of FDA Label for pertuzumab and ESR1, ESR2, PGR;Annotation of FDA Label for ribociclib and ERBB2, ESR1, ESR2, PGR;Annotation of FDA Label for tamoxifen and ESR1, ESR2, PGR;Annotation of FDA Label for trastuzumab and ESR1, ESR2, PGR;Annotation of HCSC Label for anastrozole and ESR1, ESR2, PGR;Annotation of HCSC Label for letrozole and ESR1, ESR2, PGR
PA33308	PIK3CA	PA166227181;PA166184524;PA166227201	Annotation of EMA Label for alpelisib and ERBB2, ESR1, ESR2, PIK3CA;Annotation of FDA Label for alpelisib and ERBB2, ESR1, ESR2, PIK3CA;Annotation of HCSC Label for alpelisib and ERBB2, ESR1, ESR2, PIK3CA
PA33352	PKLR	PA166278081	Annotation of FDA Label for mitapivat and PKLR
PA33439	PML	PA166104821;PA166104846;PA166104817;PA166127632;PA166127725;PA166123527;PA166123551	Annotation of EMA Label for arsenic trioxide and PML, RARA;Annotation of FDA Label for arsenic trioxide and PML, RARA;Annotation of FDA Label for tretinoin and PML, RARA;Annotation of HCSC Label for arsenic trioxide and PML, RARA;Annotation of HCSC Label for tretinoin and PML, RARA;Annotation of PMDA Label for arsenic trioxide and PML, RARA;Annotation of PMDA Label for tretinoin and PML, RARA
PA33500	POLG	PA166127663;PA166170958;PA166127665;PA166127726	Annotation of FDA Label for divalproex sodium and POLG;Annotation of FDA Label for valproic acid and POLG;Annotation of HCSC Label for divalproex sodium and POLG;Annotation of HCSC Label for valproic acid and OTC, POLG
PA33526	POMC	PA166272801;PA166235941	Annotation of EMA Label for setmelanotide and LEPR, PCSK1, POMC;Annotation of FDA Label for setmelanotide and LEPR, PCSK1, POMC
PA33608	PPOX	PA166283781;PA166190701;PA166283802	Annotation of EMA Label for givosiran and CPOX, HMBS, PPOX;Annotation of FDA Label for givosiran and CPOX, HMBS, PPOX;Annotation of HCSC Label for givosiran and CPOX, HMBS, PPOX
PA33668	PPP2R2A	PA166182890	Annotation of FDA Label for olaparib and ESR1, ESR2, PGR, PPP2R2A
PA33732	PRF1	PA166182764	Annotation of FDA Label for emapalumab and PRF1, RAB27A, SH2D1A, STX11, STXBP2, UNC13D, XIAP
PA33799	PROC	PA166240301;PA166120287;PA166179855;PA166190261;PA166182749;PA166238981;PA166104776;PA166127666;PA166127695	Annotation of EMA Label for avatrombopag and CYP2C9, F2, F5, PROC, PROS1, SERPINC1;Annotation of EMA Label for ethinyl estradiol / norelgestromin and F5, PROC, PROS1, SERPINC1;Annotation of FDA Label for avatrombopag and F2, F5, PROC, PROS1, SERPINC1;Annotation of FDA Label for estradiol / progesterone and PROC, PROS1, SERPINC1;Annotation of FDA Label for lusutrombopag and F2, F5, PROC, PROS1, SERPINC1;Annotation of FDA Label for synthetic conjugated estrogens, A and PROC, PROS1, SERPINC1;Annotation of FDA Label for warfarin and CYP2C9, PROC, PROS1, VKORC1;Annotation of HCSC Label for drospirenone / ethinyl estradiol and F5, PROC, PROS1, SERPINC1;Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1
PA33809	PROS1	PA166240301;PA166120287;PA166179855;PA166190261;PA166182749;PA166238981;PA166104776;PA166127666;PA166127695	Annotation of EMA Label for avatrombopag and CYP2C9, F2, F5, PROC, PROS1, SERPINC1;Annotation of EMA Label for ethinyl estradiol / norelgestromin and F5, PROC, PROS1, SERPINC1;Annotation of FDA Label for avatrombopag and F2, F5, PROC, PROS1, SERPINC1;Annotation of FDA Label for estradiol / progesterone and PROC, PROS1, SERPINC1;Annotation of FDA Label for lusutrombopag and F2, F5, PROC, PROS1, SERPINC1;Annotation of FDA Label for synthetic conjugated estrogens, A and PROC, PROS1, SERPINC1;Annotation of FDA Label for warfarin and CYP2C9, PROC, PROS1, VKORC1;Annotation of HCSC Label for drospirenone / ethinyl estradiol and F5, PROC, PROS1, SERPINC1;Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1
PA33986	PTPN11	PA166278202;PA166278181	Annotation of EMA Label for azacitidine and KRAS, NRAS, PTPN11;Annotation of FDA Label for azacitidine and CBL, KRAS, NRAS, PTPN11
PA34117	RAB27A	PA166182764	Annotation of FDA Label for emapalumab and PRF1, RAB27A, SH2D1A, STX11, STXBP2, UNC13D, XIAP
PA34225	RARA	PA166104821;PA166104846;PA166104817;PA166127632;PA166127725;PA166123527;PA166123551	Annotation of EMA Label for arsenic trioxide and PML, RARA;Annotation of FDA Label for arsenic trioxide and PML, RARA;Annotation of FDA Label for tretinoin and PML, RARA;Annotation of HCSC Label for arsenic trioxide and PML, RARA;Annotation of HCSC Label for tretinoin and PML, RARA;Annotation of PMDA Label for arsenic trioxide and PML, RARA;Annotation of PMDA Label for tretinoin and PML, RARA
PA34335	RET	PA166273121;PA166272781;PA166122907;PA166183442;PA166160021;PA166235981;PA166225121;PA166281722;PA166278601	Annotation of EMA Label for pralsetinib and RET;Annotation of EMA Label for selpercatinib and RET;Annotation of EMA Label for vandetanib and RET;Annotation of EMA Label for vandetanib and RET;Annotation of FDA Label for cabozantinib and RET;Annotation of FDA Label for pralsetinib and RET;Annotation of FDA Label for selpercatinib and RET;Annotation of HCSC Label for pralsetinib and RET;Annotation of HCSC Label for selpercatinib and RET
PA34633	ROS1	PA166278421;PA166104909;PA166284042;PA166251421;PA166104859;PA166190201;PA166182747;PA166278442;PA166284062	Annotation of EMA Label for cemiplimab-rwlc and ALK, CD274, EGFR, ROS1;Annotation of EMA Label for crizotinib and ALK, ROS1;Annotation of EMA Label for entrectinib and NTRK1, NTRK2, NTRK3, ROS1;Annotation of FDA Label for cemiplimab-rwlc and ALK, CD274, EGFR, ROS1;Annotation of FDA Label for crizotinib and ALK, ROS1;Annotation of FDA Label for entrectinib and NTRK1, NTRK2, NTRK3, ROS1;Annotation of FDA Label for lorlatinib and ROS1;Annotation of HCSC Label for cemiplimab-rwlc and ALK, CD274, EGFR, ROS1;Annotation of HCSC Label for entrectinib and NTRK1, NTRK2, NTRK3, ROS1
PA34896	RYR1	PA166129515;PA166169912;PA166129517;PA166129519;PA166122970;PA166129516;PA166129518;PA166129520	Annotation of FDA Label for desflurane and CACNA1S, RYR1;Annotation of FDA Label for enflurane and CACNA1S, RYR1;Annotation of FDA Label for isoflurane and CACNA1S, RYR1;Annotation of FDA Label for sevoflurane and CACNA1S, RYR1;Annotation of FDA Label for succinylcholine and BCHE, CACNA1S, RYR1;Annotation of HCSC Label for desflurane and CACNA1S, RYR1;Annotation of HCSC Label for isoflurane and CACNA1S, RYR1;Annotation of HCSC Label for sevoflurane and CACNA1S, RYR1
PA35643	SELP	PA166278461	Annotation of EMA Label for crizanlizumab-tmca and HBB, SELP
PA35026	SERPINC1	PA166240301;PA166104907;PA166120287;PA166179855;PA166104912;PA166190261;PA166182749;PA166238981;PA166127666;PA166127668;PA166127695;PA166123538	Annotation of EMA Label for avatrombopag and CYP2C9, F2, F5, PROC, PROS1, SERPINC1;Annotation of EMA Label for eltrombopag and F5, SERPINC1;Annotation of EMA Label for ethinyl estradiol / norelgestromin and F5, PROC, PROS1, SERPINC1;Annotation of FDA Label for avatrombopag and F2, F5, PROC, PROS1, SERPINC1;Annotation of FDA Label for eltrombopag and F5, SERPINC1;Annotation of FDA Label for estradiol / progesterone and PROC, PROS1, SERPINC1;Annotation of FDA Label for lusutrombopag and F2, F5, PROC, PROS1, SERPINC1;Annotation of FDA Label for synthetic conjugated estrogens, A and PROC, PROS1, SERPINC1;Annotation of HCSC Label for drospirenone / ethinyl estradiol and F5, PROC, PROS1, SERPINC1;Annotation of HCSC Label for eltrombopag and F5, SERPINC1;Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1;Annotation of PMDA Label for eltrombopag and SERPINC1
PA35728	SH2D1A	PA166182764	Annotation of FDA Label for emapalumab and PRF1, RAB27A, SH2D1A, STX11, STXBP2, UNC13D, XIAP
PA35758	SI	PA166277841	Annotation of FDA Label for sacrosidase and SI
PA331	SLC22A2	PA166123390	Annotation of EMA Label for fampridine and SLC22A2
PA134865839	SLCO1B1	PA166234723;PA166182762;PA166105023;PA166234761;PA166251621;PA166183786;PA166184427;PA166184429;PA166184430;PA166184386;PA166184393;PA166184499;PA166184500	Annotation of FDA Label for atorvastatin and SLCO1B1;Annotation of FDA Label for elagolix and SLCO1B1;Annotation of FDA Label for rosuvastatin and SLCO1B1;Annotation of FDA Label for simvastatin and SLCO1B1;Annotation of FDA Label for viloxazine and SLCO1B1;Annotation of Swissmedic Label for amlodipine / atorvastatin / perindopril arginine and G6PD, SLCO1B1;Annotation of Swissmedic Label for ezetimibe / rosuvastatin and ABCG2, SLCO1B1;Annotation of Swissmedic Label for ezetimibe / simvastatin and SLCO1B1;Annotation of Swissmedic Label for fenofibrate, simvastatin and SLCO1B1;Annotation of Swissmedic Label for letermovir and SLCO1B1, UGT1A1;Annotation of Swissmedic Label for pitavastatin and SLCO1B1;Annotation of Swissmedic Label for rosuvastatin and ABCG2, SLCO1B1;Annotation of Swissmedic Label for simvastatin and SLCO1B1
PA35966	SMN1	PA166272721;PA166236221;PA166278701	Annotation of EMA Label for risdiplam and SMN1, SMN2;Annotation of FDA Label for risdiplam and SMN1, SMN2;Annotation of HCSC Label for risdiplam and SMN1, SMN2
